,datetime,w,w_forecasted,d,d_forecasted
1502,2021-06-02 14:00:00,29.093299,28.965852,93196.146,90131.0
1503,2021-06-02 15:00:00,30.184468,29.501578,93925.553,90928.0
1504,2021-06-02 16:00:00,27.151444,29.527022,94260.851,91798.0
1505,2021-06-02 17:00:00,88.337646,29.633008,94547.556,92436.0
1506,2021-06-02 18:00:00,26.377469,28.677127,93194.404,91687.0
1507,2021-06-02 19:00:00,23.33575,28.142897,91177.668,89960.0
1508,2021-06-02 20:00:00,27.39836,27.954265,90097.101,88658.0
1509,2021-06-02 21:00:00,24.735838,26.308556,88316.067,86720.0
1510,2021-06-02 22:00:00,22.148025,22.094467,83302.771,81343.0
1511,2021-06-02 23:00:00,19.787322,19.651946,77401.393,75230.0
1512,2021-06-03 00:00:00,19.587139,19.663207,72548.082,71498.0
1513,2021-06-03 01:00:00,18.915302,18.942899,69267.185,68283.0
1514,2021-06-03 02:00:00,17.149598,17.379002,67253.161,66152.0
1515,2021-06-03 03:00:00,17.648129,17.190382,66496.977,65201.0
1516,2021-06-03 04:00:00,18.316069,17.551531,67371.177,65784.0
1517,2021-06-03 05:00:00,20.562909,19.054346,70302.308,68722.0
1518,2021-06-03 06:00:00,23.208495,21.360496,75219.103,73982.0
1519,2021-06-03 07:00:00,25.157804,22.351586,80343.849,78911.0
1520,2021-06-03 08:00:00,27.743097,23.503637,84406.502,82391.0
1521,2021-06-03 09:00:00,29.191734,26.47413,87243.02,84969.0
1522,2021-06-03 10:00:00,25.983079,28.85409,89900.96,87500.0
1523,2021-06-03 11:00:00,30.384757,31.457635,92178.676,89773.0
1524,2021-06-03 12:00:00,38.384677,33.641938,94510.536,91802.0
1525,2021-06-03 13:00:00,29.310323,33.28046,96958.902,93913.0
1526,2021-06-03 14:00:00,32.949882,33.031659,98458.815,95346.0
1527,2021-06-03 15:00:00,31.539827,33.324659,99812.969,96407.0
1528,2021-06-03 16:00:00,30.73277,33.821921,100626.187,97353.0
1529,2021-06-03 17:00:00,37.787938,34.072642,101048.37,97749.0
1530,2021-06-03 18:00:00,47.300447,32.299709,99963.169,96732.0
1531,2021-06-03 19:00:00,37.916375,32.43603,97574.52,94768.0
1532,2021-06-03 20:00:00,28.606608,33.011242,95574.93,93170.0
1533,2021-06-03 21:00:00,27.5044,28.586111,93211.995,90834.0
1534,2021-06-03 22:00:00,28.461642,24.25793,88323.866,85166.0
1535,2021-06-03 23:00:00,35.476879,21.782699,82569.902,78746.0
1536,2021-06-04 00:00:00,20.456444,21.367883,77361.019,76884.0
1537,2021-06-04 01:00:00,20.537663,19.314338,73831.301,72799.0
1538,2021-06-04 02:00:00,18.864675,18.114616,71379.04,70240.0
1539,2021-06-04 03:00:00,16.947322,17.502109,70067.312,68892.0
1540,2021-06-04 04:00:00,17.759317,17.747663,70609.808,69086.0
1541,2021-06-04 05:00:00,19.349604,18.882936,73328.807,71730.0
1542,2021-06-04 06:00:00,19.944298,21.397734,77715.79,76437.0
1543,2021-06-04 07:00:00,21.388188,22.206542,82985.009,82063.0
1544,2021-06-04 08:00:00,24.185649,23.852391,87192.055,86373.0
1545,2021-06-04 09:00:00,25.937705,26.856845,90536.866,90131.0
1546,2021-06-04 10:00:00,26.242679,29.471797,94198.583,93819.0
1547,2021-06-04 11:00:00,31.424207,32.589885,97439.378,97288.0
1548,2021-06-04 12:00:00,28.810418,34.555243,100247.179,100379.0
1549,2021-06-04 13:00:00,31.078132,36.979992,103153.956,103445.0
1550,2021-06-04 14:00:00,31.89795,39.293523,106205.119,105687.0
1551,2021-06-04 15:00:00,46.594127,41.560183,109107.701,107484.0
1552,2021-06-04 16:00:00,55.907632,44.742645,110575.986,108830.0
1553,2021-06-04 17:00:00,84.190788,43.12692,111030.38,108998.0
1554,2021-06-04 18:00:00,69.527962,36.798441,110059.907,106467.0
1555,2021-06-04 19:00:00,47.189653,35.772723,107232.855,103036.0
1556,2021-06-04 20:00:00,29.098293,33.387944,102859.421,99686.0
1557,2021-06-04 21:00:00,26.861401,28.487212,99501.455,96486.0
1558,2021-06-04 22:00:00,33.898837,25.104498,93767.122,90695.0
1559,2021-06-04 23:00:00,20.60852,21.051739,86631.804,83902.0
1560,2021-06-05 00:00:00,20.57676,20.897651,80063.309,80128.0
1561,2021-06-05 01:00:00,16.574091,18.571479,75287.362,75513.0
1562,2021-06-05 02:00:00,21.397766,17.688806,71678.286,72385.0
1563,2021-06-05 03:00:00,14.462114,16.112453,69658.685,70310.0
1564,2021-06-05 04:00:00,12.83949,15.433688,68554.118,69419.0
1565,2021-06-05 05:00:00,12.094742,15.367006,68572.763,69851.0
1566,2021-06-05 06:00:00,12.75021,14.734095,69530.552,70676.0
1567,2021-06-05 07:00:00,14.619576,17.431231,73658.673,74001.0
1568,2021-06-05 08:00:00,16.811485,19.432283,79879.796,79413.0
1569,2021-06-05 09:00:00,19.504709,21.550273,86644.862,86636.0
1570,2021-06-05 10:00:00,23.417351,26.750978,93185.741,93041.0
1571,2021-06-05 11:00:00,26.104603,29.832295,99584.459,97973.0
1572,2021-06-05 12:00:00,25.4955,33.765142,104725.567,103004.0
1573,2021-06-05 13:00:00,27.316872,36.196364,108995.807,107633.0
1574,2021-06-05 14:00:00,26.691867,39.022205,112627.261,112400.0
1575,2021-06-05 15:00:00,28.476813,43.599125,115930.773,115984.0
1576,2021-06-05 16:00:00,34.681069,51.109676,118916.035,118097.0
1577,2021-06-05 17:00:00,31.914557,56.696284,120607.154,119796.0
1578,2021-06-05 18:00:00,32.463903,47.762425,120166.595,117135.0
1579,2021-06-05 19:00:00,30.079001,41.066101,116879.276,111880.0
1580,2021-06-05 20:00:00,29.750725,36.852457,111852.445,109414.0
1581,2021-06-05 21:00:00,26.353503,32.122744,107381.577,105015.0
1582,2021-06-05 22:00:00,25.747132,28.302106,100724.804,98615.0
1583,2021-06-05 23:00:00,21.759674,24.640742,92841.388,91428.0
1584,2021-06-06 00:00:00,20.961822,22.14037,85793.408,86574.0
1585,2021-06-06 01:00:00,18.770324,21.092089,80025.093,81719.0
1586,2021-06-06 02:00:00,17.086902,19.770159,76000.439,78226.0
1587,2021-06-06 03:00:00,17.242531,18.752896,73073.271,75711.0
1588,2021-06-06 04:00:00,16.791458,18.144909,71134.336,74165.0
1589,2021-06-06 05:00:00,17.088901,17.045871,70302.459,73946.0
1590,2021-06-06 06:00:00,13.960167,15.316179,70138.571,74521.0
1591,2021-06-06 07:00:00,15.188884,17.474164,74002.552,77862.0
1592,2021-06-06 08:00:00,19.010018,20.03523,81021.208,84370.0
1593,2021-06-06 09:00:00,25.508576,24.440154,89186.315,92208.0
1594,2021-06-06 10:00:00,29.435614,27.862756,97605.137,100019.0
1595,2021-06-06 11:00:00,28.474363,31.666358,104928.469,107353.0
1596,2021-06-06 12:00:00,30.748164,34.742138,110622.061,113727.0
1597,2021-06-06 13:00:00,32.485484,38.326948,115126.506,118790.0
1598,2021-06-06 14:00:00,30.012244,42.790658,118575.856,123086.0
1599,2021-06-06 15:00:00,34.625622,53.542573,121120.278,126244.0
1600,2021-06-06 16:00:00,34.565393,67.110389,123621.859,128755.0
1601,2021-06-06 17:00:00,102.493499,73.580885,125529.286,129651.0
1602,2021-06-06 18:00:00,68.098122,60.656107,125155.733,127644.0
1603,2021-06-06 19:00:00,37.275125,47.911193,122433.684,124097.0
1604,2021-06-06 20:00:00,31.765982,41.203251,118071.905,119994.0
1605,2021-06-06 21:00:00,31.729721,34.990682,114313.141,115383.0
1606,2021-06-06 22:00:00,30.376445,31.776748,107360.374,108105.0
1607,2021-06-06 23:00:00,33.191052,27.74037,99253.718,100275.0
1608,2021-06-07 00:00:00,22.485088,23.213578,92104.385,89690.0
1609,2021-06-07 01:00:00,25.656668,21.326093,86717.43,84969.0
1610,2021-06-07 02:00:00,19.7003,19.520144,83102.548,81721.0
1611,2021-06-07 03:00:00,17.958933,18.621285,81172.508,79835.0
1612,2021-06-07 04:00:00,18.539723,18.420838,80900.116,79862.0
1613,2021-06-07 05:00:00,19.43769,19.881569,83161.567,82574.0
1614,2021-06-07 06:00:00,24.830361,22.091858,88162.839,87314.0
1615,2021-06-07 07:00:00,27.692702,26.010891,95272.947,92704.0
1616,2021-06-07 08:00:00,33.06208,28.36337,101633.727,98569.0
1617,2021-06-07 09:00:00,37.402968,31.56328,107818.175,104451.0
1618,2021-06-07 10:00:00,29.60311,35.331135,113621.763,110698.0
1619,2021-06-07 11:00:00,30.849043,40.416592,119043.769,116736.0
1620,2021-06-07 12:00:00,37.622955,44.632752,124242.834,121737.0
1621,2021-06-07 13:00:00,34.811017,52.153522,127712.595,126097.0
1622,2021-06-07 14:00:00,35.860885,54.568894,129813.112,128834.0
1623,2021-06-07 15:00:00,37.781056,61.060926,130973.979,130418.0
1624,2021-06-07 16:00:00,39.045207,66.398563,131746.039,130802.0
1625,2021-06-07 17:00:00,35.156074,68.835611,131473.105,130224.0
1626,2021-06-07 18:00:00,34.949304,53.135586,129226.565,127679.0
1627,2021-06-07 19:00:00,32.808808,43.103923,125460.498,123110.0
1628,2021-06-07 20:00:00,32.933738,39.675432,121157.37,119409.0
1629,2021-06-07 21:00:00,38.34137,35.809235,117331.493,113710.0
1630,2021-06-07 22:00:00,32.687059,30.636877,109504.761,105627.0
1631,2021-06-07 23:00:00,28.065315,26.518432,101006.475,97424.0
1632,2021-06-08 00:00:00,23.090518,24.10947,93860.731,91760.0
1633,2021-06-08 01:00:00,24.421612,21.987733,88739.699,86814.0
1634,2021-06-08 02:00:00,24.283694,20.254699,84995.288,83474.0
1635,2021-06-08 03:00:00,19.8799,19.274118,82776.061,81516.0
1636,2021-06-08 04:00:00,20.146908,19.205315,82525.375,81390.0
1637,2021-06-08 05:00:00,23.831598,20.17596,84832.785,84165.0
1638,2021-06-08 06:00:00,32.83361,22.65458,89530.032,89273.0
1639,2021-06-08 07:00:00,61.906913,26.725585,96496.215,94685.0
1640,2021-06-08 08:00:00,35.363729,28.949509,102791.311,99951.0
1641,2021-06-08 09:00:00,33.397249,31.692066,108700.799,105075.0
1642,2021-06-08 10:00:00,72.467337,35.521193,114943.843,110406.0
1643,2021-06-08 11:00:00,35.761719,39.955281,121213.485,115633.0
1644,2021-06-08 12:00:00,55.760044,41.000199,126333.066,120536.0
1645,2021-06-08 13:00:00,53.371393,46.01051,129985.965,125021.0
1646,2021-06-08 14:00:00,49.385399,47.172045,131193.733,128043.0
1647,2021-06-08 15:00:00,40.611106,51.260323,131290.41,129726.0
1648,2021-06-08 16:00:00,37.116961,59.26297,130778.695,130028.0
1649,2021-06-08 17:00:00,48.05626,59.20696,129666.701,128446.0
1650,2021-06-08 18:00:00,44.227187,48.883187,126758.756,125227.0
1651,2021-06-08 19:00:00,51.592242,40.793674,122824.818,120631.0
1652,2021-06-08 20:00:00,35.972749,39.992721,118488.18,116908.0
1653,2021-06-08 21:00:00,32.740674,35.823748,114365.996,111737.0
1654,2021-06-08 22:00:00,26.928602,29.774022,106815.63,104018.0
1655,2021-06-08 23:00:00,26.694525,26.74044,98629.758,95969.0
1656,2021-06-09 00:00:00,25.299053,26.658847,91379.413,90878.0
1657,2021-06-09 01:00:00,24.738246,24.883572,86254.755,86137.0
1658,2021-06-09 02:00:00,20.913785,23.309474,82577.095,82729.0
1659,2021-06-09 03:00:00,20.814515,22.065463,80557.028,80961.0
1660,2021-06-09 04:00:00,21.361824,21.836638,80359.425,80913.0
1661,2021-06-09 05:00:00,22.582969,23.449045,82702.148,83279.0
1662,2021-06-09 06:00:00,25.784689,26.405465,87166.553,87573.0
1663,2021-06-09 07:00:00,28.378851,28.524886,93660.975,92886.0
1664,2021-06-09 08:00:00,53.316378,30.834067,99708.939,97822.0
1665,2021-06-09 09:00:00,29.01356,33.826227,105264.912,102746.0
1666,2021-06-09 10:00:00,96.472357,36.145475,111199.004,107997.0
1667,2021-06-09 11:00:00,54.702945,41.845942,116834.553,113098.0
1668,2021-06-09 12:00:00,64.115219,45.00653,121224.614,117748.0
1669,2021-06-09 13:00:00,40.200247,48.460048,124718.501,123063.0
1670,2021-06-09 14:00:00,56.739651,51.57398,127023.718,126184.0
1671,2021-06-09 15:00:00,95.585058,53.376905,127875.265,127986.0
1672,2021-06-09 16:00:00,106.893134,57.946062,128153.329,128557.0
1673,2021-06-09 17:00:00,47.147892,55.715372,127376.998,127232.0
1674,2021-06-09 18:00:00,41.913065,48.458005,124307.228,123500.0
1675,2021-06-09 19:00:00,36.716042,39.372396,120101.16,118749.0
1676,2021-06-09 20:00:00,36.268306,38.85325,116177.864,114846.0
1677,2021-06-09 21:00:00,31.773778,35.707716,112137.423,110138.0
1678,2021-06-09 22:00:00,37.454244,31.749627,104976.241,102483.0
1679,2021-06-09 23:00:00,29.183428,28.256908,96678.005,94500.0
1680,2021-06-10 00:00:00,25.009149,25.757417,89750.88,88589.0
1681,2021-06-10 01:00:00,22.320596,22.711423,84502.658,83813.0
1682,2021-06-10 02:00:00,21.38584,21.549876,81024.466,80627.0
1683,2021-06-10 03:00:00,20.642903,20.505468,78867.343,78755.0
1684,2021-06-10 04:00:00,20.851463,20.796804,78663.177,78742.0
1685,2021-06-10 05:00:00,21.896467,22.046364,81005.482,81466.0
1686,2021-06-10 06:00:00,24.34011,24.302792,85339.292,86544.0
1687,2021-06-10 07:00:00,37.817632,27.38895,91835.78,92005.0
1688,2021-06-10 08:00:00,54.002212,29.309724,98247.279,96435.0
1689,2021-06-10 09:00:00,53.939156,32.139553,104080.602,100661.0
1690,2021-06-10 10:00:00,64.858925,34.692984,109560.103,105090.0
1691,2021-06-10 11:00:00,49.970235,38.711535,114647.944,109196.0
1692,2021-06-10 12:00:00,61.8351,40.32257,119092.034,112530.0
1693,2021-06-10 13:00:00,39.018223,42.307711,122446.017,115527.0
1694,2021-06-10 14:00:00,78.715045,44.125367,124589.496,117476.0
1695,2021-06-10 15:00:00,76.473618,45.533343,125552.823,118498.0
1696,2021-06-10 16:00:00,81.855895,48.321598,125352.641,118583.0
1697,2021-06-10 17:00:00,43.660985,48.326281,123784.684,117968.0
1698,2021-06-10 18:00:00,40.710003,44.597668,120440.821,115495.0
1699,2021-06-10 19:00:00,31.673185,40.037295,115993.88,112347.0
1700,2021-06-10 20:00:00,30.081063,37.617158,111743.333,108857.0
1701,2021-06-10 21:00:00,26.513795,32.705051,107676.629,104408.0
1702,2021-06-10 22:00:00,23.409478,27.512995,100891.238,97584.0
1703,2021-06-10 23:00:00,23.305365,24.646972,92864.982,90028.0
1704,2021-06-11 00:00:00,23.07632,25.698286,86104.141,86101.0
1705,2021-06-11 01:00:00,22.962832,23.750104,81180.351,81370.0
1706,2021-06-11 02:00:00,20.750698,21.678561,77912.49,78181.0
1707,2021-06-11 03:00:00,19.675605,21.00914,75912.288,76367.0
1708,2021-06-11 04:00:00,20.719738,21.151546,75951.132,76248.0
1709,2021-06-11 05:00:00,22.268689,22.178841,78250.382,78711.0
1710,2021-06-11 06:00:00,22.287165,25.043776,82160.715,83443.0
1711,2021-06-11 07:00:00,25.698153,27.439898,87607.756,88417.0
1712,2021-06-11 08:00:00,39.332702,30.562179,92573.176,92864.0
1713,2021-06-11 09:00:00,31.977764,34.617163,97002.076,96856.0
1714,2021-06-11 10:00:00,39.82783,37.189257,100913.366,100768.0
1715,2021-06-11 11:00:00,29.907489,39.355704,104299.019,104419.0
1716,2021-06-11 12:00:00,51.029451,39.832645,106921.583,107567.0
1717,2021-06-11 13:00:00,46.573111,44.657074,109018.298,109965.0
1718,2021-06-11 14:00:00,37.10817,47.832719,109699.578,111340.0
1719,2021-06-11 15:00:00,32.453639,51.182279,109577.886,112017.0
1720,2021-06-11 16:00:00,36.632882,52.912741,108804.068,112183.0
1721,2021-06-11 17:00:00,36.353988,51.826725,108364.377,111397.0
1722,2021-06-11 18:00:00,34.087792,44.584502,106290.036,108967.0
1723,2021-06-11 19:00:00,28.50704,41.607039,103650.362,105767.0
1724,2021-06-11 20:00:00,29.166322,38.610881,101005.149,102718.0
1725,2021-06-11 21:00:00,29.890494,34.838077,98226.427,99440.0
1726,2021-06-11 22:00:00,31.649565,30.847024,93682.77,93659.0
1727,2021-06-11 23:00:00,21.573481,25.602274,87108.147,87016.0
1728,2021-06-12 00:00:00,20.818744,23.336254,81011.222,79797.0
1729,2021-06-12 01:00:00,22.89271,21.73738,76609.054,75457.0
1730,2021-06-12 02:00:00,22.657914,20.728275,73448.701,72482.0
1731,2021-06-12 03:00:00,20.349639,19.407374,71253.645,70464.0
1732,2021-06-12 04:00:00,20.046402,18.868856,70138.027,69664.0
1733,2021-06-12 05:00:00,20.911901,19.31123,70458.876,70087.0
1734,2021-06-12 06:00:00,20.718169,19.678361,71535.646,71351.0
1735,2021-06-12 07:00:00,20.439293,21.823595,74864.136,74392.0
1736,2021-06-12 08:00:00,24.108452,24.498482,80033.988,79191.0
1737,2021-06-12 09:00:00,26.823489,27.356534,85499.619,84586.0
1738,2021-06-12 10:00:00,69.834,31.274495,90180.482,89540.0
1739,2021-06-12 11:00:00,54.285467,34.606493,94660.773,93709.0
1740,2021-06-12 12:00:00,80.972262,36.193115,98121.846,97322.0
1741,2021-06-12 13:00:00,74.934318,38.163619,100680.914,99749.0
1742,2021-06-12 14:00:00,28.577038,41.581604,101859.844,101576.0
1743,2021-06-12 15:00:00,29.64009,43.166128,102453.5,103374.0
1744,2021-06-12 16:00:00,34.596285,45.192592,102939.692,105093.0
1745,2021-06-12 17:00:00,55.45181,45.681483,104034.967,105965.0
1746,2021-06-12 18:00:00,55.360924,40.385171,103977.975,104936.0
1747,2021-06-12 19:00:00,31.462105,35.557945,102045.433,102335.0
1748,2021-06-12 20:00:00,28.719568,32.562977,99326.351,99271.0
1749,2021-06-12 21:00:00,40.99264,30.460133,96778.895,96573.0
1750,2021-06-12 22:00:00,32.222343,27.067406,91794.618,91001.0
1751,2021-06-12 23:00:00,23.409285,22.955434,85568.938,84813.0
1752,2021-06-13 00:00:00,21.665703,21.526497,79748.074,78686.0
1753,2021-06-13 01:00:00,26.657295,20.891309,75222.755,74253.0
1754,2021-06-13 02:00:00,21.167437,19.747924,71916.928,71070.0
1755,2021-06-13 03:00:00,18.933686,18.271328,69694.588,68978.0
1756,2021-06-13 04:00:00,16.201667,17.766514,68314.19,67756.0
1757,2021-06-13 05:00:00,17.037944,17.464589,67721.745,67454.0
1758,2021-06-13 06:00:00,14.825286,16.60244,67658.963,67610.0
1759,2021-06-13 07:00:00,15.406382,17.983486,70363.727,70086.0
1760,2021-06-13 08:00:00,16.922007,20.528831,75380.941,75140.0
1761,2021-06-13 09:00:00,20.040893,22.306002,81729.576,80807.0
1762,2021-06-13 10:00:00,23.387901,26.867832,87841.558,86166.0
1763,2021-06-13 11:00:00,42.915296,28.147278,93524.557,91151.0
1764,2021-06-13 12:00:00,27.589057,29.328332,98341.053,95518.0
1765,2021-06-13 13:00:00,28.057648,32.06626,101696.516,98838.0
1766,2021-06-13 14:00:00,28.279317,36.516139,103612.848,101428.0
1767,2021-06-13 15:00:00,28.276309,38.023739,104992.249,103785.0
1768,2021-06-13 16:00:00,28.791557,40.723335,106501.17,105901.0
1769,2021-06-13 17:00:00,31.275668,45.082859,107579.955,107172.0
1770,2021-06-13 18:00:00,31.48043,40.084747,106532.17,106488.0
1771,2021-06-13 19:00:00,35.861102,37.257049,104258.868,104203.0
1772,2021-06-13 20:00:00,31.2649,34.720125,101252.765,101563.0
1773,2021-06-13 21:00:00,31.469442,29.943359,97837.085,98649.0
1774,2021-06-13 22:00:00,25.485164,26.863404,92184.73,92964.0
1775,2021-06-13 23:00:00,21.554032,24.515759,84923.759,86274.0
1776,2021-06-14 00:00:00,21.895938,20.301907,78958.735,80085.0
1777,2021-06-14 01:00:00,20.546628,19.328626,74604.682,76028.0
1778,2021-06-14 02:00:00,17.342465,18.190755,71884.21,73257.0
1779,2021-06-14 03:00:00,15.50617,17.623019,70430.815,71912.0
1780,2021-06-14 04:00:00,15.105287,17.45785,70897.17,72224.0
1781,2021-06-14 05:00:00,15.088186,18.233445,73546.434,74913.0
1782,2021-06-14 06:00:00,16.363796,19.065683,77693.631,80246.0
1783,2021-06-14 07:00:00,20.575495,20.988528,83571.386,85957.0
1784,2021-06-14 08:00:00,24.213073,23.941951,89143.145,90970.0
1785,2021-06-14 09:00:00,22.994842,27.124676,93738.482,95735.0
1786,2021-06-14 10:00:00,27.051494,29.263594,98691.353,100648.0
1787,2021-06-14 11:00:00,27.331225,31.851945,102941.414,105206.0
1788,2021-06-14 12:00:00,59.924529,36.959718,107470.762,109285.0
1789,2021-06-14 13:00:00,32.406264,38.556886,111553.016,112702.0
1790,2021-06-14 14:00:00,51.618839,42.303681,114676.986,115092.0
1791,2021-06-14 15:00:00,71.987193,46.210847,116913.09,116846.0
1792,2021-06-14 16:00:00,46.639964,48.29004,119128.303,117983.0
1793,2021-06-14 17:00:00,40.351058,50.190931,119891.843,118278.0
1794,2021-06-14 18:00:00,34.397892,42.360071,117921.423,116626.0
1795,2021-06-14 19:00:00,29.068631,38.275841,113485.994,113154.0
1796,2021-06-14 20:00:00,27.270221,35.627481,108482.604,109286.0
1797,2021-06-14 21:00:00,26.421688,30.669203,103654.04,105253.0
1798,2021-06-14 22:00:00,22.452585,26.955313,96064.415,97865.0
1799,2021-06-14 23:00:00,21.025421,23.025377,87795.296,89858.0
1800,2021-06-15 00:00:00,21.332078,21.43392,80981.026,82329.0
1801,2021-06-15 01:00:00,17.810934,19.391716,76387.718,77795.0
1802,2021-06-15 02:00:00,17.391315,18.536462,73233.208,74663.0
1803,2021-06-15 03:00:00,16.492709,17.839632,71452.723,72682.0
1804,2021-06-15 04:00:00,16.74353,18.346018,71363.484,72556.0
1805,2021-06-15 05:00:00,17.867399,18.705664,73586.544,74595.0
1806,2021-06-15 06:00:00,17.342416,20.791992,77312.682,79021.0
1807,2021-06-15 07:00:00,19.511995,23.234483,82852.345,84220.0
1808,2021-06-15 08:00:00,21.992068,24.768304,87844.963,88600.0
1809,2021-06-15 09:00:00,22.702525,27.173292,91893.741,92401.0
1810,2021-06-15 10:00:00,27.541631,30.541764,95642.42,96125.0
1811,2021-06-15 11:00:00,39.499216,33.22871,98824.417,99543.0
1812,2021-06-15 12:00:00,28.455748,35.428456,101616.482,102543.0
1813,2021-06-15 13:00:00,31.150207,36.076397,104177.587,105095.0
1814,2021-06-15 14:00:00,28.282864,36.383622,105815.023,106708.0
1815,2021-06-15 15:00:00,32.826431,37.66092,107073.309,107876.0
1816,2021-06-15 16:00:00,36.162305,40.9044,108288.553,108606.0
1817,2021-06-15 17:00:00,31.939014,40.318954,108751.261,108591.0
1818,2021-06-15 18:00:00,32.3091,36.577391,107137.362,106933.0
1819,2021-06-15 19:00:00,32.249845,34.999754,103543.808,104020.0
1820,2021-06-15 20:00:00,23.632226,31.460678,98879.876,100912.0
1821,2021-06-15 21:00:00,24.353377,28.835176,95379.044,97743.0
1822,2021-06-15 22:00:00,19.400918,24.232437,89080.937,91341.0
1823,2021-06-15 23:00:00,16.476026,21.972676,81875.426,84111.0
1824,2021-06-16 00:00:00,17.022157,19.721314,75694.191,76153.0
1825,2021-06-16 01:00:00,17.959623,18.28466,71555.503,72246.0
1826,2021-06-16 02:00:00,17.29689,17.359226,69027.467,69596.0
1827,2021-06-16 03:00:00,16.065243,16.86458,67585.823,68236.0
1828,2021-06-16 04:00:00,16.458048,17.09165,67917.907,68388.0
1829,2021-06-16 05:00:00,17.099464,17.923173,69929.529,71213.0
1830,2021-06-16 06:00:00,17.211673,19.038551,73768.306,75642.0
1831,2021-06-16 07:00:00,17.659271,21.130932,78680.075,80575.0
1832,2021-06-16 08:00:00,19.679855,22.348316,82766.864,84482.0
1833,2021-06-16 09:00:00,21.215108,23.450283,85633.342,87607.0
1834,2021-06-16 10:00:00,21.346526,25.415004,88682.462,90616.0
1835,2021-06-16 11:00:00,22.640941,26.082499,91144.147,93338.0
1836,2021-06-16 12:00:00,24.190979,27.478852,93657.984,95752.0
1837,2021-06-16 13:00:00,25.182188,29.438276,96042.641,98144.0
1838,2021-06-16 14:00:00,27.447725,31.013151,98268.571,99924.0
1839,2021-06-16 15:00:00,32.78117,32.573967,100552.477,101483.0
1840,2021-06-16 16:00:00,44.923845,36.143506,102758.603,102656.0
1841,2021-06-16 17:00:00,35.383633,37.123878,104249.482,103240.0
1842,2021-06-16 18:00:00,33.497037,33.098971,103593.28,101888.0
1843,2021-06-16 19:00:00,30.202584,31.393921,100348.952,99129.0
1844,2021-06-16 20:00:00,26.401539,28.211454,95843.254,96353.0
1845,2021-06-16 21:00:00,23.591641,26.593305,92060.341,93830.0
1846,2021-06-16 22:00:00,21.33831,23.162854,86149.579,87861.0
1847,2021-06-16 23:00:00,19.311661,21.538524,79043.877,80934.0
1848,2021-06-17 00:00:00,19.126583,18.729991,73178.073,73362.0
1849,2021-06-17 01:00:00,18.150813,17.506949,69411.059,69562.0
1850,2021-06-17 02:00:00,16.861101,16.67829,66855.835,67186.0
1851,2021-06-17 03:00:00,15.150123,16.050589,65605.395,66029.0
1852,2021-06-17 04:00:00,16.822525,16.313606,66143.333,66457.0
1853,2021-06-17 05:00:00,17.364136,17.160702,68306.804,69323.0
1854,2021-06-17 06:00:00,17.3552,19.219424,71933.97,74023.0
1855,2021-06-17 07:00:00,17.148915,20.592879,76909.422,79145.0
1856,2021-06-17 08:00:00,18.651621,22.196793,80893.307,82930.0
1857,2021-06-17 09:00:00,19.829992,22.967911,83968.884,86087.0
1858,2021-06-17 10:00:00,20.567006,25.511338,87242.1,89198.0
1859,2021-06-17 11:00:00,21.49732,28.433696,89908.413,92209.0
1860,2021-06-17 12:00:00,158.929933,31.199047,92692.705,95180.0
1861,2021-06-17 13:00:00,66.381438,34.848941,95998.896,98100.0
1862,2021-06-17 14:00:00,37.431097,37.230673,99344.325,100581.0
1863,2021-06-17 15:00:00,31.475998,40.101386,102779.385,102833.0
1864,2021-06-17 16:00:00,62.27421,42.970108,106624.944,104972.0
1865,2021-06-17 17:00:00,59.931606,45.265136,109051.458,106158.0
1866,2021-06-17 18:00:00,53.591539,40.0308,109197.808,105387.0
1867,2021-06-17 19:00:00,123.066274,37.496713,106637.052,102895.0
1868,2021-06-17 20:00:00,31.903885,33.659532,102033.72,100069.0
1869,2021-06-17 21:00:00,30.979417,30.111923,98720.618,97182.0
1870,2021-06-17 22:00:00,22.946466,25.551961,92411.552,90764.0
1871,2021-06-17 23:00:00,20.428532,22.199555,85310.574,83409.0
1872,2021-06-18 00:00:00,19.758815,19.120258,79192.066,78188.0
1873,2021-06-18 01:00:00,18.465526,17.675483,74677.328,73731.0
1874,2021-06-18 02:00:00,17.085799,16.823817,71814.795,70773.0
1875,2021-06-18 03:00:00,15.30482,16.115422,70162.909,69079.0
1876,2021-06-18 04:00:00,16.066531,16.144666,70422.574,69127.0
1877,2021-06-18 05:00:00,17.196438,17.039359,72364.376,69701.0
1878,2021-06-18 06:00:00,18.152962,18.103255,75468.37,73346.0
1879,2021-06-18 07:00:00,17.540565,19.381112,80060.441,78906.0
1880,2021-06-18 08:00:00,17.841159,21.296369,84498.262,84528.0
1881,2021-06-18 09:00:00,18.588003,23.817467,88679.455,89653.0
1882,2021-06-18 10:00:00,20.115845,28.122366,92890.729,94878.0
1883,2021-06-18 11:00:00,21.132445,32.544012,96835.729,100241.0
1884,2021-06-18 12:00:00,24.488126,36.439322,100496.733,104937.0
1885,2021-06-18 13:00:00,32.059698,40.736454,104198.606,109219.0
1886,2021-06-18 14:00:00,45.505311,43.350648,108013.222,112751.0
1887,2021-06-18 15:00:00,43.208827,46.064556,111894.913,116136.0
1888,2021-06-18 16:00:00,46.882004,50.82974,114846.609,119277.0
1889,2021-06-18 17:00:00,42.449966,53.89057,116328.155,119669.0
